Location.ID,Latitude,Longitude,Datum,Coordinate.determination.method,Name.of.water.body,Date,Observer.name,Fish.collection.method,Species,Life.stage,Length.mm,Length.method,Weight.g,Sex,Age,Age.method,ADFG.GCL,Additional.count.1,Disposition.1,Additional.count.2,Disposition.2,Anesthesia_Sedative.Used,Comments
,64.904897,-146.46451,WGS84,MAP,Chena River,6/19/20,Justin Hill,Dip Net,Chinook salmon,juvenile,41,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,6/19/20,Justin Hill,Dip Net,Chinook salmon,juvenile,51,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,6/19/20,Justin Hill,Dip Net,Chinook salmon,juvenile,38,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,6/19/20,Justin Hill,Dip Net,Chinook salmon,juvenile,40,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,6/19/20,Justin Hill,Dip Net,Chinook salmon,juvenile,37,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,6/19/20,Justin Hill,Dip Net,Chinook salmon,juvenile,37,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,6/19/20,Justin Hill,Dip Net,Chinook salmon,juvenile,38,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,6/19/20,Justin Hill,Dip Net,Chinook salmon,juvenile,44,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,6/19/20,Justin Hill,Dip Net,Chinook salmon,juvenile,41,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,6/19/20,Justin Hill,Dip Net,Chinook salmon,juvenile,46,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,6/19/20,Justin Hill,Dip Net,Chinook salmon,juvenile,44,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,6/19/20,Justin Hill,Dip Net,Chinook salmon,juvenile,43,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,6/19/20,Justin Hill,Dip Net,Chinook salmon,juvenile,38,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,6/19/20,Justin Hill,Dip Net,Chinook salmon,juvenile,40,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,6/19/20,Justin Hill,Dip Net,Chinook salmon,juvenile,43,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,6/19/20,Justin Hill,Dip Net,Chinook salmon,juvenile,47,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,6/19/20,Justin Hill,Dip Net,Chinook salmon,juvenile,42,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,6/19/20,Justin Hill,Dip Net,Chinook salmon,juvenile,41,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,6/19/20,Justin Hill,Dip Net,Chinook salmon,juvenile,38,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,6/19/20,Justin Hill,Dip Net,Chinook salmon,juvenile,37,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,6/19/20,Justin Hill,Dip Net,Chinook salmon,juvenile,42,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.874162,-146.742521,WGS84,MAP,Chena River,6/19/20,Erik Schoen,Dip Net,Chinook salmon,juvenile,39,Fork,0.6,,,,,,Measured and Released,,,Aqui-S 20E,
,64.874162,-146.742521,WGS84,MAP,Chena River,6/19/20,Erik Schoen,Dip Net,Chinook salmon,juvenile,39,Fork,0.4,,,,,,Measured and Released,,,Aqui-S 20E,
,64.874162,-146.742521,WGS84,MAP,Chena River,6/19/20,Erik Schoen,Dip Net,Chinook salmon,juvenile,39,Fork,0.6,,,,,,Measured and Released,,,Aqui-S 20E,
,64.874162,-146.742521,WGS84,MAP,Chena River,6/19/20,Erik Schoen,Dip Net,Chinook salmon,juvenile,39,Fork,0.5,,,,,,Measured and Released,,,Aqui-S 20E,
,64.874162,-146.742521,WGS84,MAP,Chena River,6/19/20,Erik Schoen,Dip Net,Chinook salmon,juvenile,39,Fork,0.5,,,,,,Measured and Released,,,Aqui-S 20E,
,64.874162,-146.742521,WGS84,MAP,Chena River,6/19/20,Erik Schoen,Dip Net,Chinook salmon,juvenile,38,Fork,0.5,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934,-146.475223,WGS84,MAP,Chena River,7/2/20,Justin Hill,Minnow Trap,Chinook salmon,juvenile,43,Fork,0.8,,,,,,Measured and Released,,,Aqui-S 20E,
,64.902934,-146.475223,WGS84,MAP,Chena River,7/2/20,Justin Hill,Minnow Trap,Slimy sculpin,juvenile,,,,,,,,,ID'ed and Released,,,,
,64.902934,-146.475223,WGS84,MAP,Chena River,7/2/20,Justin Hill,Minnow Trap,Slimy sculpin,juvenile,,,,,,,,,ID'ed and Released,,,,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,38,Fork,0.4,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,36,Fork,0.4,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,41,Fork,0.4,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,41,Fork,0.5,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,45,Fork,0.8,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,44,Fork,0.7,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,44,Fork,0.8,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,44,Fork,0.7,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,41,Fork,0.8,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,42,Fork,0.7,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,42,Fork,0.6,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,49,Fork,1.4,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,41,Fork,0.5,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,43,Fork,0.6,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,44,Fork,0.7,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,39,Fork,0.5,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,40,Fork,0.5,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,40,Fork,0.5,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,42,Fork,0.5,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,37,Fork,0.5,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,39,Fork,0.5,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,50,Fork,1,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,43,Fork,0.7,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,40,Fork,0.5,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,42,Fork,0.6,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,41,Fork,0.7,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,45,Fork,0.8,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,40,Fork,0.5,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,39,Fork,0.4,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,44,Fork,0.8,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,41,Fork,0.6,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,40,Fork,0.7,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,44,Fork,0.8,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,42,Fork,0.6,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,41,Fork,0.5,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,41,Fork,0.6,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,43,Fork,0.8,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,41,Fork,0.6,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,41,Fork,0.6,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,40,Fork,0.7,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,37,Fork,0.4,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,37,Fork,0.5,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,43,Fork,0.7,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,41,Fork,0.7,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,40,Fork,0.6,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,43,Fork,0.9,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,44,Fork,0.9,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,40,Fork,0.7,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,44,Fork,1,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,41,Fork,0.6,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,46,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,43,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,41,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,42,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,43,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,39,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,43,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,40,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,50,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,44,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,45,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,46,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,47,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,64,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,46,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,43,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,40,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,42,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,45,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,45,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,43,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,51,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,41,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,42,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,39,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,45,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,43,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,44,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,41,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,40,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,47,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,40,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,40,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,45,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,42,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,37,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,40,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,45,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,42,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,38,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,36,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,45,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,42,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,40,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,47,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,36,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,39,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,40,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,36,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,43,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,46,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,43,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,41,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,43,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,43,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,47,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,43,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,41,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,46,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,41,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,42,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,42,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,39,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,45,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,40,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/2/20,Justin Hill,Dip Net,Chinook salmon,juvenile,48,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044,-146.447509,WGS84,MAP,Chena River,7/2/20,Justin Hill,Minnow Trap,Chinook salmon,juvenile,52,Fork,1.4,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044,-146.447509,WGS84,MAP,Chena River,7/29/20,Justin Hill,Minnow Trap,Chinook salmon,juvenile,69,Fork,3.5,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044,-146.447509,WGS84,MAP,Chena River,7/29/20,Justin Hill,Minnow Trap,Chinook salmon,juvenile,57,Fork,1.7,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897,-146.46451,WGS84,MAP,Chena River,7/29/20,Justin Hill,Minnow Trap,Chinook salmon,juvenile,61,Fork,2.2,,,,,,Measured and Released,,,Aqui-S 20E,
,64.89962,-146.48217,WGS84,MAP,Chena River,8/18/20,Justin Hill,Dip Net,Whitefish,juvenile,56,Fork,1.4,,,,,,Measured and Released,,,Aqui-S 20E,
