Location.ID,Latitude,Longitude,Datum,Coordinate.determination.method,Name.of.water.body,Date,Observer.name,Fish.collection.method,Species,Life.stage,Length.mm,Length.method,Weight.g,Sex,Age,Age.method,ADFG.GCL,Additional.count.1,Disposition.1,Additional.count.2,Disposition.2,Anesthesia_Sedative.Used,Comments
,64.904897°,-146.464510°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,42,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897°,-146.464510°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,47,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897°,-146.464510°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,38,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897°,-146.464510°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,50,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897°,-146.464510°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,38,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897°,-146.464510°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,39,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897°,-146.464510°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,47,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897°,-146.464510°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,47,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897°,-146.464510°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,43,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897°,-146.464510°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,42,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897°,-146.464510°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,44,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897°,-146.464510°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,40,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897°,-146.464510°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,50,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897°,-146.464510°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,44,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897°,-146.464510°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,40,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897°,-146.464510°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,37,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897°,-146.464510°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,41,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897°,-146.464510°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,40,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897°,-146.464510°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,57,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897°,-146.464510°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,41,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897°,-146.464510°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,38,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897°,-146.464510°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,41,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897°,-146.464510°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,45,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897°,-146.464510°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,44,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897°,-146.464510°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,39,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897°,-146.464510°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,42,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897°,-146.464510°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,41,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897°,-146.464510°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,47,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897°,-146.464510°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,40,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897°,-146.464510°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,39,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.904897°,-146.464510°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,40,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,46,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,44,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,45,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,43,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,44,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,46,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,49,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,39,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,41,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,40,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,43,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,40,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,48,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,43,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,50,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,39,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,43,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,chum salmon,juvenile,35,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,43,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,38,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,42,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,51,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,44,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,41,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,45,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,48,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,44,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,42,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,51,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,43,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,44,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,43,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,40,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,45,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,41,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,43,Fork,0.7,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,44,Fork,0.8,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,47,Fork,1.2,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,42,Fork,0.7,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,44,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,46,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,43,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,41,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,39,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,44,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,50,Fork,1.3,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,51,Fork,1.5,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,44,Fork,0.7,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,40,Fork,0.5,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,51,Fork,1.2,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,44,Fork,0.6,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,50,Fork,1,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,51,Fork,1.4,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,52,Fork,1.3,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,43,Fork,0.9,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,44,Fork,0.8,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,42,Fork,0.6,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,42,Fork,0.8,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,44,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,41,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,50,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.901044°,-146.447509°,WGS84,MAP,Chena River,06/24/2019,Erik Schoen,Dip Net,Chinook salmon,juvenile,47,Fork,,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,62,Fork,2.6,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,58,Fork,2.2,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,60,Fork,2.3,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,65,Fork,3.1,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,55,Fork,1.4,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,56,Fork,2,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,60,Fork,2.7,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,64,Fork,2.7,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,54,Fork,1.6,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,74,Fork,4.5,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,64,Fork,3.1,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,54,Fork,1.8,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,56,Fork,1.9,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,68,Fork,3.2,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,52,Fork,1.5,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,60,Fork,2.1,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,54,Fork,1.7,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,62,Fork,2.7,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,77,Fork,5,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,55,Fork,1.7,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,63,Fork,2.6,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,56,Fork,2.1,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,61,Fork,2.4,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,54,Fork,1.8,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,58,Fork,1.9,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,57,Fork,1.8,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,62,Fork,2.5,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,54,Fork,1.6,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,60,Fork,2.3,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,55,Fork,1.7,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,51,Fork,1.3,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,67,Fork,2.9,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,54,Fork,1.7,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,44,Fork,0.8,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,60,Fork,2.3,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,64,Fork,2.6,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,58,Fork,1.8,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,59,Fork,2,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,55,Fork,1.7,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,58,Fork,2,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,52,Fork,1.4,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,61,Fork,3,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,51,Fork,1.2,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,54,Fork,1.5,,,,,,Measured and Released,,,Aqui-S 20E,
,64.930138°,-146.295025°,WGS84,MAP,Chena River,07/11/2019,Zachary Maguire,Minnow Trap,Chinook salmon,juvenile,60,Fork,2.1,,,,,,Measured and Released,,,Aqui-S 20E,
,64.895093°,-146.421703°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,59,Fork,2.3,,,,,,Measured and Released,,,Aqui-S 20E,
,64.895093°,-146.421703°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,62,Fork,2.5,,,,,,Measured and Released,,,Aqui-S 20E,
,64.895093°,-146.421703°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,70,Fork,3.7,,,,,,Measured and Released,,,Aqui-S 20E,
,64.895093°,-146.421703°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,62,Fork,2.2,,,,,,Measured and Released,,,Aqui-S 20E,
,64.895093°,-146.421703°,WGS84,MAP,Chena River,07/26/2019,Erik Schoen,Minnow Trap,Chinook salmon,juvenile,73,Fork,4.3,,,,,,Measured and Released,,,Aqui-S 20E,
